user_name,login_auth_attempts,failed_logins,hosts_accessed,processes_started,privileged_actions,mapped_credentials
Comp071420$,78,1,3,153,4,43
Comp071461$,725,0,4,764,21,370
Comp071505$,554,0,3,789,45,253
Comp071603$,891,0,3,871,42,455
Comp071724$,1100,0,3,1144,48,556
Comp071732$,224,0,4,0,3,127
Comp071864$,802,1,5,724,33,199
Comp071987$,826,1,4,810,42,402
Comp072271$,973,0,2,933,33,512
Comp072453$,869,0,4,838,21,462
Comp072600$,1082,0,3,0,29,587
Comp072716$,750,0,2,0,17,397
Comp072791$,307,0,4,0,19,1
Comp072833$,653,0,3,768,38,17
Comp072849$,1042,0,4,0,29,558
Comp072999$,905,0,3,913,50,442
Comp073007$,60,0,3,149,2,31
Comp073023$,1042,0,4,1005,41,538
Comp073107$,14,0,1,0,0,10
Comp073184$,1005,0,5,1965,42,512
Comp073277$,695,0,3,858,21,358
Comp073313$,1051,1,3,940,57,533
Comp073375$,1274,0,4,15894,298,403
Comp073376$,908,0,3,6,18,492
Comp073514$,873,0,2,889,42,438
Comp073704$,700,0,3,617,19,351
Comp073776$,910,1,3,916,23,484
Comp073825$,836,0,1,0,0,489
Comp073828$,857,0,4,805,22,449
Comp073862$,863,0,3,765,19,449
Comp074064$,1056,0,4,1139,52,540
Comp074135$,849,0,3,850,20,450
Comp074177$,531,0,1,0,0,0
Comp074188$,591,0,2,492,25,296
Comp074352$,801,0,2,821,20,417
Comp074399$,903,0,4,1893,17,477
Comp074485$,816,0,2,0,16,451
Comp074486$,365,0,4,0,3,176
Comp074588$,785,1,4,959,18,412
Comp074633$,1100,0,7,1100,39,573
Comp074888$,1150,0,5,7,17,630
Comp074995$,945,0,1,0,0,539
Comp075008$,834,0,3,0,13,420
Comp075034$,1114,0,4,854,37,565
Comp075136$,2180,0,2,3423,622,528
Comp075207$,444,0,3,562,14,235
Comp075215$,841,0,4,992,36,417
Comp075349$,577,2,3,913,39,276
Comp075415$,197,1,4,255,10,101
Comp075477$,868,0,3,801,38,434
Comp075512$,811,1,4,866,65,381
Comp075623$,758,0,2,6,17,414
Comp075723$,415,0,5,414,10,211
Comp075859$,951,0,4,997,23,514
Comp076041$,1058,0,2,839,38,544
Comp076129$,220,0,3,531,20,101
Comp076236$,842,0,2,895,41,422
Comp076262$,777,0,3,927,39,390
Comp076299$,976,0,2,0,31,515
Comp076348$,637,0,3,0,11,312
Comp076406$,1058,0,2,908,67,518
Comp076466$,739,0,2,0,16,395
Comp076592$,876,0,2,887,23,464
Comp076723$,801,0,2,882,20,424
Comp076777$,1041,0,3,850,41,532
Comp076798$,854,0,3,0,18,467
Comp076945$,595,0,3,727,5,306
Comp077358$,575,0,3,1536,27,286
Comp077499$,1140,0,2,1021,37,590
Comp077534$,271,0,4,0,3,153
Comp077582$,783,0,1,0,0,422
Comp077821$,703,0,5,869,57,339
Comp077864$,1107,1,3,1193,45,565
Comp077883$,938,0,3,0,17,509
Comp077898$,729,0,2,746,33,348
Comp077942$,1151,0,4,2015,43,603
Comp078004$,843,0,3,832,25,447
Comp078436$,38,0,1,0,0,24
Comp078500$,817,0,4,962,40,405
Comp078659$,1070,0,2,1054,36,567
Comp078982$,861,0,3,0,16,469
Comp078986$,877,0,2,1569,19,461
Comp079003$,896,0,3,884,20,482
Comp079146$,766,0,7,690,51,380
Comp079154$,1185,0,3,861,23,620
Comp079237$,749,3,3,831,21,379
Comp079325$,232,1,4,271,14,114
Comp079352$,588,0,2,673,19,293
Comp079358$,70,0,3,64,12,28
Comp079397$,921,1,3,989,43,474
Comp079558$,1004,0,2,0,17,548
Comp079636$,973,0,4,1006,43,515
Comp079773$,1290,0,3,44861,55,646
Comp079796$,784,0,3,799,18,412
Comp079982$,799,0,2,1712,40,395
Comp079987$,163,0,4,0,2,96
Comp080017$,1755,0,3,818,67,533
Comp080130$,166,0,3,288,13,79
Comp080175$,997,0,2,784,41,510
Comp080482$,1053,0,3,930,41,540
Comp080858$,201,0,1,0,0,118
Comp081001$,4727,0,5,938,22,2400
Comp081082$,748,0,5,1062,44,376
Comp081144$,998,0,5,1044,46,497
Comp081190$,928,20,4,989,23,480
Comp081299$,1043,1,5,1177,23,562
Comp081305$,168,0,5,0,1,95
Comp081330$,711,3,4,897,19,1
Comp081547$,352,2,4,355,12,184
Comp081702$,1019,0,4,995,43,517
Comp081879$,797,0,3,804,40,400
Comp081941$,1061,0,4,1895,38,558
Comp082001$,767,0,2,823,43,381
Comp082217$,876,0,2,792,20,466
Comp082290$,230,0,5,331,15,115
Comp082575$,711,1,4,1340,22,365
Comp082658$,432,0,4,624,36,210
Comp082705$,893,0,3,914,20,476
Comp082846$,956,0,5,695,32,528
Comp082900$,317,0,4,0,2,151
Comp082901$,181,0,3,253,20,85
Comp082914$,537,0,2,773,27,258
Comp083118$,1295,0,3,1046,43,669
Comp083236$,988,0,3,893,42,492
Comp083300$,1317,0,4,779,38,667
Comp083349$,1139,0,4,975,34,593
Comp083664$,878,0,2,822,46,425
Comp083768$,905,0,4,1009,39,454
Comp083893$,935,0,3,1401,24,494
Comp083920$,784,0,5,995,48,358
Comp083926$,140,0,3,0,3,74
Comp084030$,934,0,2,1273,21,506
Comp084134$,1044,0,4,1261,42,538
Comp084630$,654,0,3,0,12,360
Comp084647$,833,0,3,845,54,411
Comp084657$,107,0,4,89,1,16
Comp084718$,365,0,5,0,3,180
Comp084747$,781,0,4,1063,58,370
Comp084803$,300,0,5,341,20,142
Comp084829$,1,0,1,0,0,1
Comp084863$,1078,0,4,1133,47,554
Comp084876$,818,5,5,1577,86,342
Comp085042$,547,0,3,895,21,267
Comp085188$,1029,0,6,1132,58,484
Comp085403$,1073,0,6,1051,79,513
Comp085664$,862,0,5,1062,21,461
Comp085688$,386,0,3,0,7,220
Comp085788$,344,3,5,503,28,126
Comp086058$,851,0,2,1075,22,454
Comp086116$,236,0,4,757,24,111
Comp086235$,125,0,2,0,0,77
Comp086279$,631,0,2,0,17,330
Comp086308$,202,0,3,301,14,101
Comp086663$,1170,0,3,0,18,624
Comp086678$,1395,0,4,1062,32,745
Comp086929$,1194,0,8,1272,52,594
Comp086967$,903,0,3,0,17,495
Comp087255$,891,0,4,0,16,485
Comp087272$,1013,0,4,891,27,525
Comp087307$,568,0,2,659,26,268
Comp087414$,907,0,2,901,39,458
Comp087472$,846,0,5,920,22,433
Comp087633$,797,0,4,1018,19,413
Comp087920$,979,0,5,932,37,507
Comp087949$,934,1,4,889,36,476
Comp087954$,740,0,3,888,42,366
Comp088087$,4,0,2,0,0,0
Comp088201$,1074,0,5,1038,52,537
Comp088207$,162,0,4,324,8,84
Comp088220$,1381,2,6,7593,263,402
Comp088337$,1087,0,4,1234,52,550
Comp088436$,1272,1,5,1147,58,635
Comp088491$,702,0,4,763,44,334
Comp088642$,853,0,3,0,16,464
Comp088827$,823,0,3,783,19,433
Comp088859$,820,0,2,776,41,422
Comp088899$,324,0,3,0,1,195
Comp089082$,374,0,4,400,22,158
Comp089316$,890,0,2,0,17,481
Comp089445$,436,0,1,0,0,233
Comp089474$,1106,0,2,0,16,590
Comp089480$,1569,0,4,843,42,802
Comp089593$,4881,0,5,924,50,2455
Comp089613$,786,2,3,880,20,409
Comp089769$,915,0,2,884,37,472
Comp089875$,1045,0,5,1827,44,526
Comp090006$,574,0,2,834,35,271
Comp090304$,594,0,2,808,49,0
Comp090344$,188,0,5,167,10,96
Comp090400$,55,1,4,62,3,32
Comp090531$,788,0,3,882,50,380
Comp090589$,126,0,4,184,3,72
Comp090725$,1076,0,6,2,17,566
Comp091072$,924,0,3,922,44,459
Comp091289$,1051,0,4,875,44,534
Comp091493$,252,0,3,306,16,128
Comp091612$,454,0,3,397,25,223
Comp091640$,867,2,4,1109,19,463
Comp091732$,1010,1,4,1142,22,550
Comp091786$,952,0,4,975,22,495
Comp091926$,1147,0,5,1282,29,605
Comp092431$,957,0,4,870,59,470
Comp092518$,599,0,3,333,23,283
Comp092607$,6877,0,4,2165,41,3446
Comp092618$,514,0,3,332,23,243
Comp092624$,684,0,4,0,6,390
Comp092730$,861,0,3,783,18,454
Comp092737$,426,1,5,549,28,221
Comp092787$,829,0,4,1050,45,407
Comp092898$,709,0,3,1739,21,372
Comp092980$,875,0,2,825,42,439
Comp092985$,711,0,2,0,16,358
Comp093076$,869,1,4,987,40,440
Comp093109$,79,0,4,186,8,37
Comp093128$,1091,0,2,956,43,563
Comp093220$,1018,0,4,891,32,531
Comp093279$,798,0,2,910,19,416
Comp093341$,916,0,3,818,42,456
Comp093402$,274,0,3,282,16,134
Comp093661$,653,0,2,955,20,333
Comp093748$,736,0,3,476,152,291
Comp093768$,4,0,2,0,0,0
Comp093868$,917,0,3,950,46,464
Comp093879$,796,0,3,840,26,404
Comp093915$,1098,0,4,1075,44,571
Comp093973$,1302,0,4,1085,57,653
Comp094081$,1013,0,5,1005,33,529
Comp094099$,887,0,2,806,18,482
Comp094128$,1055,0,5,1861,44,544
Comp094286$,959,0,3,1028,20,515
Comp094554$,955,0,3,934,41,492
Comp094591$,41,0,3,84,2,24
Comp094795$,88,0,1,0,0,52
Comp094797$,1387,0,4,935,39,708
Comp094955$,880,1,4,992,24,463
Comp095019$,633,0,1,0,0,351
Comp095190$,877,0,4,1594,41,435
Comp095343$,934,0,2,1899,41,472
Comp095438$,1357,0,5,1148,27,707
Comp095494$,874,0,3,826,40,441
Comp095498$,814,0,3,801,44,406
Comp095673$,673,0,2,824,45,314
Comp095713$,970,0,4,939,44,493
Comp095714$,112,0,3,180,5,59
Comp095730$,202,1,4,298,21,96
Comp095758$,1153,1,3,1486,75,559
Comp095781$,908,0,2,809,40,470
Comp095908$,886,0,3,1106,22,483
Comp096221$,243,0,3,408,13,122
Comp096426$,750,0,2,872,41,374
Comp096618$,381,0,4,0,8,173
Comp096632$,916,0,2,815,18,495
Comp096668$,327,3,6,456,14,162
Comp096784$,966,0,3,1117,17,528
Comp096937$,955,0,2,808,38,500
Comp096984$,844,0,4,871,28,448
Comp097283$,862,9,6,1347,53,391
Comp097327$,4,0,2,0,0,0
Comp097429$,782,0,3,7,17,428
Comp097499$,887,0,3,0,17,481
Comp097593$,1467,0,3,961,61,756
Comp097660$,1137,3,6,1561,65,567
Comp097684$,698,0,2,0,17,373
Comp097978$,164,0,3,244,13,81
Comp098057$,1146,0,5,1432,70,564
Comp098086$,289,0,4,465,19,145
Comp098252$,810,0,2,813,23,429
Comp098496$,812,0,2,898,43,405
Comp098544$,915,0,2,841,39,458
Comp098794$,1262,0,5,0,29,676
Comp098823$,725,0,3,806,20,374
Comp098902$,87,0,3,161,10,39
Comp098969$,978,0,4,1209,39,497
Comp099093$,475,0,6,0,5,254
Comp099335$,1053,0,3,0,17,578
Comp099376$,1005,0,4,1018,19,540
Comp099587$,1205,1,3,969,42,611
Comp099777$,866,0,3,0,17,471
Comp099858$,1085,0,4,1065,24,598
Comp100023$,581,0,3,1257,15,310
Comp100057$,4,0,2,0,0,2
Comp100092$,1113,1,3,1076,49,564
Comp100143$,937,0,4,991,42,475
Comp100256$,825,0,4,986,28,424
Comp100262$,12,0,1,0,0,10
Comp100309$,864,0,4,908,20,464
Comp100429$,868,0,2,0,16,473
Comp100724$,591,0,2,330,19,295
Comp100727$,983,0,3,1108,47,512
Comp100786$,291,0,3,580,19,152
Comp100976$,1210,0,5,1048,81,580
Comp100982$,706,0,4,0,10,393
Comp101086$,908,0,3,873,38,453
Comp101143$,524,0,3,348,23,249
Comp101217$,815,0,3,0,9,442
Comp101239$,168,0,3,210,7,89
Comp101428$,963,0,5,974,22,514
Comp101653$,838,0,4,1512,19,447
Comp101860$,870,0,4,1436,42,431
Comp102125$,874,0,2,790,19,461
Comp102217$,1184,0,1,0,0,682
Comp102246$,761,0,4,1065,18,411
Comp102286$,754,0,4,1029,31,380
Comp102334$,855,0,3,0,17,464
Comp102447$,808,0,2,732,23,407
Comp102830$,1433,0,4,1244,52,756
Comp102884$,986,0,2,793,17,538
Comp102904$,573,0,2,840,24,279
Comp103084$,696,0,4,0,11,356
Comp103146$,971,0,2,6,18,522
Comp103180$,770,1,3,879,21,401
Comp103336$,50,0,3,33,1,30
Comp103483$,1077,0,4,1040,18,581
Comp103484$,234,0,3,325,16,120
Comp103524$,643,0,2,684,17,1
Comp103576$,1135,0,3,943,53,576
Comp103723$,982,0,3,875,42,503
Comp104186$,815,0,3,0,17,427
Comp104285$,982,0,4,1096,38,509
Comp104381$,726,1,5,868,44,367
Comp104440$,349,0,2,0,7,192
Comp104511$,608,0,2,635,25,291
Comp104521$,300,0,3,276,15,147
Comp104828$,1106,0,2,0,16,592
Comp104960$,796,0,3,0,17,424
Comp104967$,204,0,2,183,8,109
Comp105003$,740,0,2,753,19,387
Comp105056$,1440,0,4,1376,61,722
Comp105079$,67,0,3,106,3,36
Comp105335$,1013,0,4,1292,51,511
Comp105499$,717,0,1,0,0,0
Comp105557$,1142,1,7,924,47,580
Comp105581$,1119,0,4,904,58,562
Comp105631$,316,0,3,369,20,160
Comp105649$,268,0,5,414,13,132
Comp105744$,854,0,2,835,31,441
Comp105747$,842,0,2,821,18,445
Comp106091$,376,0,4,792,10,195
Comp106120$,878,0,2,794,19,460
Comp106124$,852,0,5,1531,38,429
Comp106229$,1110,0,2,881,54,558
Comp106246$,777,0,2,812,19,419
Comp106247$,238,0,4,205,18,118
Comp106284$,799,0,3,753,18,418
Comp106513$,256,0,5,281,16,126
Comp106827$,109,0,4,98,10,53
Comp106840$,1168,0,2,1073,56,586
Comp106893$,132,0,2,0,0,81
Comp106971$,676,0,2,0,17,347
Comp106984$,1033,0,2,1120,37,541
Comp107204$,986,0,4,820,55,489
Comp107561$,957,1,3,975,42,486
Comp107623$,48,0,3,62,5,26
Comp107715$,776,0,3,674,49,386
Comp107748$,253,0,4,0,1,116
Comp107886$,125,0,4,214,4,69
Comp107940$,1019,0,4,1258,43,522
Comp107960$,236,0,5,0,4,103
Comp108007$,1039,0,3,2660,41,547
Comp108024$,666,0,3,0,10,369
Comp108093$,1058,0,2,1162,43,541
Comp108161$,1028,0,1,0,0,598
Comp108167$,406,0,5,430,22,124
Comp108188$,191,0,4,228,7,103
Comp108190$,350,0,1,0,0,218
Comp108217$,1052,0,2,743,22,533
Comp108356$,1128,0,5,1536,42,576
Comp108369$,966,0,4,814,51,372
Comp108468$,958,0,2,802,41,485
Comp108586$,919,0,2,0,17,500
Comp108628$,900,0,2,798,19,487
Comp108664$,934,0,5,761,43,474
Comp108996$,181,0,3,278,12,87
Comp109266$,1108,0,4,0,17,595
Comp109337$,1018,0,6,834,37,519
Comp109393$,967,0,4,780,23,509
Comp109619$,834,0,2,0,17,455
Comp109662$,886,0,3,1010,21,478
Comp109706$,1000,1,5,1028,44,501
Comp109792$,264,0,4,242,13,131
Comp109804$,892,0,4,1036,24,478
Comp109940$,759,0,4,868,32,396
Comp110023$,1154,0,1,0,1,665
Comp110150$,724,0,3,2135,23,369
Comp110382$,1023,1,5,895,20,544
Comp110463$,998,0,3,0,17,538
Comp110497$,876,0,4,923,45,435
Comp110634$,257,0,2,757,4,135
Comp111032$,866,0,2,817,22,457
Comp111047$,1054,0,2,6,17,571
Comp111177$,915,0,2,0,17,501
Comp111199$,849,0,4,0,16,458
Comp111251$,1302,0,3,1229,41,669
Comp111299$,813,0,3,841,40,403
Comp111304$,1059,0,1,0,0,616
Comp111319$,1180,0,7,944,34,619
Comp111330$,480,0,3,750,20,227
Comp111419$,662,0,2,304,21,332
Comp111536$,1124,0,3,831,37,579
Comp111585$,935,0,7,1252,55,415
Comp111599$,935,0,3,877,38,483
Comp111667$,656,0,2,0,17,341
Comp111669$,825,0,4,961,45,408
Comp111687$,940,0,4,890,21,499
Comp111827$,1018,0,2,850,42,525
Comp111846$,911,1,4,926,21,484
Comp111895$,850,0,2,0,17,464
Comp111982$,840,0,2,0,16,458
Comp112101$,753,0,2,863,43,370
Comp112105$,1218,0,3,905,42,615
Comp112171$,1026,0,3,940,39,536
Comp112411$,712,0,3,735,44,1
Comp112444$,782,1,6,560,22,290
Comp112696$,812,0,2,0,17,429
Comp112763$,951,0,3,903,29,503
Comp112887$,866,0,2,902,44,437
Comp112918$,65,0,1,0,0,39
Comp112966$,538,0,2,600,19,0
Comp113078$,1095,1,4,967,40,558
Comp113206$,804,0,3,859,43,400
Comp113424$,1239,0,2,834,47,632
Comp113953$,34,0,3,50,0,23
Comp113967$,207,0,5,267,15,102
Comp114156$,60,0,2,72,3,35
Comp114215$,165,0,1,0,0,87
Comp114287$,1009,0,4,1109,46,511
Comp115025$,1719,0,3,64664,24,884
Comp115182$,622,0,2,831,39,291
Comp115302$,1027,0,4,1549,38,527
Comp115319$,936,1,6,793,18,496
Comp115409$,962,0,2,832,21,511
Comp115443$,1029,24,9,1104,20,530
Comp115483$,1233,0,5,1530,27,675
Comp115491$,832,0,6,0,13,458
Comp115848$,83,2,3,104,5,43
Comp115889$,1277,0,4,968,39,653
Comp116059$,1013,0,3,0,17,550
Comp116081$,697,0,3,0,13,387
Comp116085$,788,0,3,1659,30,394
Comp116538$,1078,0,4,953,42,540
Comp116610$,996,0,2,1089,180,331
Comp116630$,1306,0,5,1679,74,646
Comp116642$,875,1,3,935,43,429
Comp116688$,968,0,6,1103,47,488
Comp116722$,905,0,4,1794,18,485
Comp116769$,4682,0,4,918,39,2357
Comp116786$,231,0,4,0,2,139
Comp117539$,1081,0,2,0,0,624
Comp117764$,991,0,3,0,29,535
Comp117832$,857,0,3,1028,38,433
Comp117966$,1171,0,4,877,44,580
Comp117987$,1429,0,5,830,39,717
Comp118103$,707,0,3,0,16,378
Comp118179$,2,0,1,0,0,2
Comp118322$,2203,0,4,4627,35,1090
Comp118495$,1057,0,4,5,17,576
Comp118563$,843,0,2,952,20,452
Comp118652$,897,2,5,1168,54,419
Comp118713$,811,0,3,753,21,434
Comp118769$,1103,0,3,0,32,606
Comp118877$,916,0,2,882,43,460
Comp118962$,151,6,3,183,13,71
Comp118986$,1057,0,4,947,21,564
Comp119024$,724,0,3,805,41,355
Comp119064$,754,0,4,0,17,408
Comp119116$,924,0,2,800,31,479
Comp119135$,463,0,2,680,24,217
Comp119154$,1126,0,3,1993,60,561
Comp119209$,136,0,2,0,1,78
Comp119349$,784,0,3,0,16,421
Comp119390$,840,0,2,781,19,447
Comp119593$,1064,0,4,875,31,568
Comp119611$,811,0,3,905,40,423
Comp119617$,963,0,3,1056,37,496
Comp119733$,659,0,1,0,0,355
Comp119996$,922,0,2,818,39,471
Comp120033$,596,0,1,0,0,325
Comp120372$,1161,0,5,912,37,623
Comp120528$,845,0,3,841,43,417
Comp120573$,1115,0,3,910,40,577
Comp120590$,955,0,2,900,22,503
Comp120605$,556,0,3,639,20,283
Comp120972$,818,0,4,1008,46,414
Comp121063$,992,0,2,849,17,546
Comp121122$,892,0,1,0,0,479
Comp121136$,4280,0,1,0,0,3424
Comp121170$,843,1,4,1302,36,425
Comp121367$,328,0,4,0,3,183
Comp121427$,194,0,4,271,13,100
Comp122029$,146,0,4,176,10,76
Comp122574$,1246,0,3,0,17,659
Comp122626$,777,0,3,0,17,431
Comp122746$,188,94,1,0,0,188
Comp122974$,562,1,4,786,25,277
Comp123244$,854,1,3,869,40,428
Comp123297$,845,0,5,946,19,447
Comp123376$,634,0,1,0,0,345
Comp123447$,984,0,4,0,16,516
Comp123763$,895,2,4,1512,44,441
Comp123959$,400,0,3,305,41,0
Comp123997$,921,1,4,882,38,471
Comp124016$,923,0,2,1107,39,472
Comp124096$,837,0,6,1253,62,392
Comp124134$,148,0,5,122,3,83
Comp124189$,950,0,2,894,19,514
Comp124288$,799,0,4,1324,32,401
Comp124440$,64,0,4,124,5,31
Comp124456$,956,0,5,1105,50,487
Comp124458$,944,1,3,896,43,479
Comp124494$,867,0,3,0,16,472
Comp124515$,1007,0,3,0,17,551
Comp124535$,1163,0,3,1999,64,576
Comp124544$,825,0,2,1484,19,434
Comp124638$,526,0,2,0,17,264
Comp124753$,731,0,2,766,16,388
Comp124890$,695,0,2,577,19,337
Comp125251$,201,1,3,435,21,88
Comp125261$,763,0,1,0,0,425
Comp125287$,803,0,3,852,40,398
Comp125316$,168,0,4,195,9,87
Comp125354$,890,0,4,1238,24,472
Comp125407$,332,0,5,354,16,166
Comp125599$,772,1,4,944,18,399
Comp125689$,864,0,2,798,41,432
Comp125736$,369,0,3,390,18,0
Comp125927$,701,0,3,760,35,341
Comp126081$,904,0,2,1237,37,458
Comp126112$,1115,0,4,1095,39,582
Comp126142$,1134,0,3,1056,69,554
Comp126288$,28,0,3,112,4,12
Comp126378$,913,0,3,835,45,458
Comp126508$,875,0,2,1495,39,437
Comp126720$,565,0,3,506,29,297
Comp126780$,304,0,3,293,19,142
Comp126802$,982,0,3,868,37,505
Comp126822$,902,0,2,0,17,486
Comp126884$,39,0,1,0,0,24
Comp126957$,608,0,2,329,23,289
Comp126974$,978,0,4,896,45,487
Comp126988$,6699,0,4,1479,40,3369
Comp126989$,434,0,1,0,0,0
Comp127162$,839,0,3,1862,44,432
Comp127186$,851,0,3,813,37,428
Comp127761$,1289,0,4,1088,57,659
Comp127906$,741,0,2,727,47,0
Comp128027$,851,0,2,800,21,461
Comp128150$,534,0,2,329,16,0
Comp128250$,313,0,2,324,19,151
Comp128670$,967,0,3,1880,24,506
Comp128696$,684,0,2,803,43,342
Comp128777$,633,0,2,626,43,28
Comp129210$,702,0,2,777,19,369
Comp129332$,950,0,5,1237,38,488
Comp129483$,180,0,4,168,5,101
Comp129609$,739,0,2,7348,19,386
Comp129785$,583,0,4,605,32,297
Comp129828$,1141,0,2,1170,42,596
Comp129960$,351,0,5,0,3,197
Comp129986$,642,0,4,800,35,330
Comp130026$,88,0,3,97,6,48
Comp130042$,882,0,3,0,19,480
Comp130046$,1112,0,3,0,29,597
Comp130071$,188,1,4,238,9,94
Comp130255$,1213,6,6,1023,65,595
Comp130405$,927,0,3,2538,55,437
Comp130654$,59,0,1,0,0,35
Comp130715$,876,0,2,824,22,471
Comp130748$,860,0,3,1029,20,455
Comp130896$,279,0,4,0,3,167
Comp130923$,206,0,3,0,2,86
Comp130958$,1095,0,4,1381,71,541
Comp131059$,753,0,2,0,17,388
Comp131079$,908,0,4,876,46,444
Comp131303$,866,0,2,1159,20,469
Comp131353$,892,0,2,761,19,485
Comp131374$,964,0,5,961,42,494
Comp131694$,1427,0,4,959,21,748
Comp131993$,997,0,4,1039,37,522
Comp132310$,880,2,5,913,58,429
Comp132643$,1217,0,3,1042,24,639
Comp132676$,543,0,6,1065,37,259
Comp132905$,548,0,3,326,22,258
Comp132952$,932,11,3,931,43,466
Comp133072$,283,0,2,0,6,156
Comp133134$,51,0,4,173,3,27
Comp133415$,1099,0,3,821,39,554
Comp133531$,713,0,4,0,13,397
Comp133542$,1012,0,4,841,44,495
Comp133563$,878,0,5,921,46,425
Comp133645$,808,0,3,0,16,424
Comp133669$,1181,0,1,0,0,690
Comp133728$,566,0,2,617,20,0
Comp133838$,897,0,4,1219,21,474
Comp134033$,4939,0,8,1128,61,2467
Comp134057$,961,0,2,927,43,490
Comp134184$,943,0,2,713,21,505
Comp134281$,911,0,3,925,43,464
Comp134467$,572,0,3,611,20,77
Comp134477$,1021,0,3,1474,45,513
Comp134520$,75,0,3,133,4,45
Comp134837$,611,0,6,0,3,225
Comp134843$,279,0,2,0,0,170
Comp134865$,502,0,2,0,3,263
Comp134916$,1018,0,2,929,38,527
Comp134963$,609,0,3,330,22,290
Comp135253$,797,0,3,0,16,435
Comp135317$,231,0,3,258,9,129
Comp135323$,909,0,5,0,15,473
Comp135375$,970,1,5,1203,40,498
Comp135381$,784,0,4,886,50,393
Comp135382$,1289,0,5,1075,59,644
Comp135648$,982,0,3,912,21,521
Comp135650$,733,1,3,965,18,404
Comp135736$,1329,0,4,0,17,709
Comp135953$,898,0,4,1014,21,486
Comp135972$,79,0,2,94,8,39
Comp136038$,4,0,2,0,0,0
Comp136044$,1641,0,5,856,39,831
Comp136546$,642,0,2,0,17,331
Comp136629$,966,0,2,812,35,501
Comp136698$,497,0,4,604,19,236
Comp136816$,1059,0,5,989,23,565
Comp136979$,616,0,3,603,18,310
Comp137038$,843,0,4,1007,37,426
Comp137069$,751,0,3,0,16,388
Comp137085$,511,0,5,1279,40,219
Comp137115$,722,0,2,0,17,370
Comp137295$,436,0,3,512,45,169
Comp137325$,808,0,3,827,49,366
Comp137514$,77,1,4,225,5,41
Comp137619$,1037,0,4,935,21,552
Comp137783$,460,0,5,195,13,178
Comp137825$,906,10,4,2569,55,447
Comp137959$,1189,0,3,0,0,655
Comp138069$,1275,0,4,826,18,662
Comp138199$,272,0,4,365,16,133
Comp138288$,662,0,2,734,21,344
Comp138437$,856,0,2,0,16,452
Comp138585$,799,1,4,1084,67,374
Comp139124$,1158,0,2,781,20,604
Comp139128$,862,0,2,799,41,427
Comp139225$,653,0,4,0,9,334
Comp139297$,863,0,2,885,39,450
Comp139354$,89,0,3,319,6,39
Comp139547$,1038,4,5,1082,69,516
Comp139662$,257,0,4,269,13,134
Comp139916$,877,0,4,1285,36,432
Comp140110$,907,0,3,882,40,461
Comp140583$,540,0,3,582,25,274
Comp140632$,443,220,2,1,0,443
Comp140664$,769,0,3,915,22,401
Comp140902$,1235,0,2,0,31,647
Comp140913$,1095,0,6,977,23,581
Comp140937$,1864,0,6,0,13,537
Comp140988$,892,0,3,1084,40,459
Comp141074$,512,0,3,330,23,238
Comp141172$,922,0,2,905,17,498
Comp141175$,77,0,3,195,6,40
Comp141278$,940,0,4,956,25,494
Comp141374$,842,0,3,1071,40,426
Comp141416$,871,0,2,802,40,435
Comp141613$,866,0,2,1141,21,460
Comp141678$,3747,0,5,0,18,1916
Comp141917$,863,0,6,909,57,430
Comp141954$,1239,0,2,693,33,642
Comp142150$,955,0,3,1787,45,473
Comp142346$,948,0,3,948,41,479
Comp142398$,934,0,2,892,19,502
Comp142503$,947,0,5,1083,18,509
Comp142509$,1162,0,3,835,56,565
Comp142646$,865,0,3,823,41,429
Comp142719$,1140,0,3,2102,86,545
Comp142747$,575,0,4,0,12,313
Comp142758$,1014,0,2,841,44,507
Comp142958$,858,0,4,962,55,433
Comp143025$,904,0,5,840,20,484
Comp143221$,334,2,4,496,21,166
Comp143234$,702,0,3,0,12,371
Comp143259$,117,0,5,211,9,57
Comp143474$,2015,0,4,1616,77,1078
Comp143505$,1017,0,2,760,40,508
Comp143699$,763,0,2,837,36,389
Comp143722$,413,0,3,257,19,0
Comp143943$,163,0,4,0,4,93
Comp144040$,947,0,4,796,24,487
Comp144289$,337,0,2,0,6,179
Comp144326$,850,0,2,816,24,448
Comp144404$,719,0,3,838,20,380
Comp144460$,966,0,4,0,29,510
Comp144472$,1018,0,3,688,46,509
Comp145095$,297,0,3,308,16,156
Comp145101$,1085,0,3,979,79,523
Comp145215$,522,0,2,921,26,246
Comp145232$,1113,0,3,0,1,623
Comp145248$,1180,0,3,1806,54,592
Comp145477$,220,0,1,0,0,0
Comp145608$,177,0,4,278,15,91
Comp145652$,914,0,3,882,40,458
Comp145719$,1271,0,3,1639,48,631
Comp145968$,218,0,4,206,11,115
Comp146006$,949,0,2,872,20,510
Comp146010$,944,0,4,0,17,505
